mapping_key,flow_key,lang-es,flow_es,en,ht,ru,zh-hans,ko,vi,zh-hant
results.heading.eitcNoQualify,/qualifying-children/collection/familyAndHousehold/fg-alert-b7d816/heading,No califica para el crédito tributario por ingreso del trabajo,El menor no califica para el crédito tributario por ingreso del trabajo (EITC),This child does not qualify for EITC.,Ou pa kalifye pou Kredi Enpo sou Revni ou Touche a (EITC),Вы не имеете права на получение налогового зачета за заработанный доход,查看是否有资格获得劳动所得税抵免。,근로 소득 세액공제를 받을 자격이 있는지 확인하세요,Quý vị không đủ điều kiện nhận Tín Thuế Thu Nhập Kiếm Được,查看您是否有資格獲得勞動所得稅務優惠。
results.heading.eitcNoQualify,/results/fg-alert-64891c/heading,No califica para el crédito tributario por ingreso del trabajo,Usted no califica para el Crédito tributario por ingreso del trabajo,You don’t qualify for the Earned Income Tax Credit,Ou pa kalifye pou Kredi Enpo sou Revni ou Touche a (EITC),Вы не имеете права на получение налогового зачета за заработанный доход,查看是否有资格获得劳动所得税抵免。,근로 소득 세액공제를 받을 자격이 있는지 확인하세요,Quý vị không đủ điều kiện nhận Tín Thuế Thu Nhập Kiếm Được,查看您是否有資格獲得勞動所得稅務優惠。
global.heading.eitcNoQualify,//fg-alert-8b7db9/heading,Usted no reúne los requisitos para el Crédito Tributario por Ingreso del Trabajo (EITC por sus siglas en inglés).,Usted no reúne los requisitos para el Crédito Tributario por Ingreso del Trabajo (EITC por sus siglas en inglés).,You don’t qualify for the Earned Income Tax Credit (EITC),Ou pa kalifye pou kredi taks sou revni (EITC).,Вы не имеете права на налоговый зачет за заработанный доход (EITC).,您没有资格申请劳动所得税抵免 (EITC),근로 소득 세액 공제(EITC)를 받을 자격이 없습니다.,Quý vị không đủ điều kiện nhận Tín Thuế Thu Nhập Kiếm Được (EITC).,您不符合资格获得劳动所得税抵免（EITC）（低收入家庭福利优惠）。
global.heading.eitcNoQualify,/filing-status/fg-alert-334e2e/heading,Usted no reúne los requisitos para el Crédito Tributario por Ingreso del Trabajo (EITC por sus siglas en inglés).,Usted no reúne los requisitos para el Crédito Tributario por Ingreso del Trabajo (EITC por sus siglas en inglés).,You don't qualify for the Earned Income Tax Credit (EITC),Ou pa kalifye pou kredi taks sou revni (EITC).,Вы не имеете права на налоговый зачет за заработанный доход (EITC).,您没有资格申请劳动所得税抵免 (EITC),근로 소득 세액 공제(EITC)를 받을 자격이 없습니다.,Quý vị không đủ điều kiện nhận Tín Thuế Thu Nhập Kiếm Được (EITC).,您不符合资格获得劳动所得税抵免（EITC）（低收入家庭福利优惠）。
global.heading.eitcNoQualify,/agi/fg-alert-334e2e/heading,Usted no reúne los requisitos para el Crédito Tributario por Ingreso del Trabajo (EITC por sus siglas en inglés).,Usted no reúne los requisitos para el Crédito Tributario por Ingreso del Trabajo (EITC por sus siglas en inglés).,You don't qualify for the Earned Income Tax Credit (EITC),Ou pa kalifye pou kredi taks sou revni (EITC).,Вы не имеете права на налоговый зачет за заработанный доход (EITC).,您没有资格申请劳动所得税抵免 (EITC),근로 소득 세액 공제(EITC)를 받을 자격이 없습니다.,Quý vị không đủ điều kiện nhận Tín Thuế Thu Nhập Kiếm Được (EITC).,您不符合资格获得劳动所得税抵免（EITC）（低收入家庭福利优惠）。
global.heading.eitcNoQualify,/agi/fg-alert-64891c/heading,Usted no reúne los requisitos para el Crédito Tributario por Ingreso del Trabajo (EITC por sus siglas en inglés).,Usted no reúne los requisitos para el Crédito Tributario por Ingreso del Trabajo (EITC por sus siglas en inglés).,You don’t qualify for the Earned Income Tax Credit,Ou pa kalifye pou kredi taks sou revni (EITC).,Вы не имеете права на налоговый зачет за заработанный доход (EITC).,您没有资格申请劳动所得税抵免 (EITC),근로 소득 세액 공제(EITC)를 받을 자격이 없습니다.,Quý vị không đủ điều kiện nhận Tín Thuế Thu Nhập Kiếm Được (EITC).,您不符合资格获得劳动所得税抵免（EITC）（低收入家庭福利优惠）。
global.heading.eitcNoQualify,/agi/fg-alert-8b7db9/heading,Usted no reúne los requisitos para el Crédito Tributario por Ingreso del Trabajo (EITC por sus siglas en inglés).,Usted no reúne los requisitos para el Crédito Tributario por Ingreso del Trabajo (EITC por sus siglas en inglés).,You don’t qualify for the Earned Income Tax Credit (EITC),Ou pa kalifye pou kredi taks sou revni (EITC).,Вы не имеете права на налоговый зачет за заработанный доход (EITC).,您没有资格申请劳动所得税抵免 (EITC),근로 소득 세액 공제(EITC)를 받을 자격이 없습니다.,Quý vị không đủ điều kiện nhận Tín Thuế Thu Nhập Kiếm Được (EITC).,您不符合资格获得劳动所得税抵免（EITC）（低收入家庭福利优惠）。
global.heading.eitcNoQualify,/qualifying-children/fg-alert-64891c/heading,Usted no reúne los requisitos para el Crédito Tributario por Ingreso del Trabajo (EITC por sus siglas en inglés).,Usted no reúne los requisitos para el Crédito Tributario por Ingreso del Trabajo (EITC por sus siglas en inglés).,You don’t qualify for the Earned Income Tax Credit,Ou pa kalifye pou kredi taks sou revni (EITC).,Вы не имеете права на налоговый зачет за заработанный доход (EITC).,您没有资格申请劳动所得税抵免 (EITC),근로 소득 세액 공제(EITC)를 받을 자격이 없습니다.,Quý vị không đủ điều kiện nhận Tín Thuế Thu Nhập Kiếm Được (EITC).,您不符合资格获得劳动所得税抵免（EITC）（低收入家庭福利优惠）。
filingStatus.p.spouseValidSSNWarning,/filing-status/fg-alert-334e2e/p-99f873,No puede reclamar el crédito tributario por ingreso del trabajo porque su cónyuge no tiene un Número de Seguro Social válido emitido en la fecha de vencimiento de su declaración de impuestos o antes de esta.,No puede reclamar el crédito tributario por ingreso del trabajo porque su cónyuge no tiene un Número de Seguro Social válido emitido en la fecha de vencimiento de su declaración de impuestos o antes de esta.,You can't claim the EITC because your spouse doesn't have a valid Social Security number issued on or before the due date of your tax return.,Ou pa kapab aplike pou EITC paske konjwen ou pa gen yon nimewo Sekirite Sosyal ki valab ki te bay nan dat delè pou deklarasyon taks ou a.,"Вы не можете претендовать на получение EITC, потому что у вашего супруга нет действительного номера социального обеспечения, выданного на дату подачи налоговой декларации или до нее.",您无法申请 EITC，因为您的配偶没有在您的报税表的截止日期当日或之前签发的有效社会安全号码。,귀하의 배우자가 귀하의 세금 신고기한 이전에 발급된 유효한 사회보장 번호가 없기 때문에 귀하는 EITC를 신청할 수 없습니다.,Quý vị không thể yêu cầu EITC vì người phối ngẫu của quý vị không có số an sinh xã hội hợp lệ được cấp vào hoặc trước ngày đến hạn của tờ khai thuế của quý vị.,您不能申領 EITC，因為您的配偶在您的報稅表到期日或之前未被簽發的有效社會安全號碼。
generalInfo.p.validSSNWarning,//fg-alert-8b7db9/p-b85d77,No puede reclamar el crédito tributario por ingreso del trabajo porque usted no tiene un número de seguro social válido emitido en la fecha de vencimiento de su declaración de impuestos o antes de esta.,No puede reclamar el crédito tributario por ingreso del trabajo porque usted no tiene un número de seguro social válido emitido en la fecha de vencimiento de su declaración de impuestos o antes de esta.,You can’t claim the EITC because you don’t have a valid Social Security number issued on or before the due date of your tax return.,Ou pa kapab aplike pou EITC paske ou pa gen yon nimewo Sekirite Sosyal ki valab ki te bay nan dat delè deklarasyon taks ou a.,"Вы не можете претендовать на получение EITC, потому что у вас нет действительного номера социального обеспечения, выданного на дату подачи налоговой декларации или до нее.",您无法申请 EITC，因为您没有在您的报税表的截止日期当日或之前签发的有效社会安全号码。,귀하는 세금 신고서의 기한 이전에 사회보장국에서 발급한 유효한 사회 보장 번호(SSN)가 없기 때문에 EITC를 신청할 수 없습니다.,Quý vị không thể yêu cầu EITC vì quý vị không có số an sinh xã hội hợp lệ được cấp vào hoặc trước ngày đến hạn của tờ khai thuế của quý vị.,您不能申領 EITC，因為您的報稅表到期日或之前未被簽發的有效社會安全號碼。
filingStatus.p.deceasedSpouseValidSSNWarning,/filing-status/fg-alert-334e2e/p-91ee91,No puede reclamar el crédito tributario por ingreso del trabajo si elige presentar una declaración conjunta con su cónyuge fallecido porque su cónyuge no tenía un número de seguro social válido el día en que falleció.,No puede reclamar el crédito tributario por ingreso del trabajo si elige presentar una declaración conjunta con su cónyuge fallecido porque su cónyuge no tenía un número de seguro social válido el día en que falleció.,You can't claim the EITC if you choose to file a joint return with your deceased spouse because your spouse did not have a valid social security number on the day they passed away.,Ou pa kapab fè reklamasyon EITC a si w chwazi fè yon deklarasyon kolektif ak konjwen ou mouri paske konjwen ou pa t gen yon nimewo Sekirite Sosyal valab nan jou lanmò li.,"Вы не можете претендовать на EITC, если вы решили подать совместную декларацию с умершим супругом, потому что ваш супруг не имел действительного номера социального обеспечения на день смерти.",如果您选择与已故配偶联合申报，并且您的配偶在去世当天没有有效的社会安全号码，则您不能申请 EITC。,귀하의 배우자가 사망 일에 유효한 사회보장 번호를 갖고 있지 않았기 때문에 귀하의 사망한 배우자와 함께 공동신고서를 제출하도록 선택한다면 EITC를 신청할 수 없습니다.,Quý vị không thể yêu cầu EITC nếu chọn khai thuế chung với người phối ngẫu đã qua đời của mình vì người phối ngẫu của quý vị không có số an sinh xã hội hợp lệ vào ngày họ qua đời.,如果您選擇與已故配偶共同申報報稅表，則您不能申領 EITC，因為您的配偶在他們去世當天沒有有效的社會安全號碼。
agi.p.studentLoanTT3,/agi/modal-student-loan-interest/p-75f422,No puede reclamar la deducción si no está legalmente obligado a realizar pagos sobre el préstamo.,No puede reclamar la deducción si no tiene la obligación legal de realizar pagos sobre el préstamo.,You can't claim the deduction if you aren't legally obligated to make payments on the loan.,Ou pa kapab reklame dediksyon an si ou pa legalman oblije fè pèman sou prè a.,"Вы не можете претендовать на вычет, если по закону вы не обязаны производить выплаты по кредиту.",如果您在法律上没有义务偿还该贷款，则您没有资格进行抵免申请。,"귀하가 법적으로 이 대출에 상환을 해야 할 책임이 없다면, 공제를 주장할 수 없습니다.",Quý vị không thể yêu cầu khoản khấu trừ nếu không có nghĩa vụ pháp lý phải thanh toán khoản vay.,如果您在法律上沒有義務支付貸款，則不能申領扣除額。
agi.p.investmentIncomeOver1,/agi/fg-alert-8b7db9/p-d04ce1,"No puede reclamar el crédito por ingreso del trabajo si su ingreso de inversiones supera el monto de <strong><fg-show path=""/earnedIncomeCredit""/></strong>*.","No puede reclamar el crédito por ingreso del trabajo si su ingreso de inversiones supera el monto de <fg-show path=""/eitcInvestmentIncomeLimit""/>.","You don't qualify for the Earned Income Tax Credit (EITC) if your investment income was more than <fg-show path=""/eitcInvestmentIncomeLimit""/>.","Ou pa kapab reklame Kredi Sou Revni Ou Fè si revni envèstisman ou plis pase <fg-show path=""/eitcInvestmentIncomeLimit""/>.","Вы не можете претендовать на налоговый зачет за заработанный доход, если ваш доход от инвестиций превышает <fg-show path=""/eitcInvestmentIncomeLimit""/>.","如果您的投资收入超过 <fg-show path=""/eitcInvestmentIncomeLimit""/>，则您不能申请劳动所得抵免。","귀하의 투자 소득이 <fg-show path=""/eitcInvestmentIncomeLimit""/>이상이면 근로 소득 공제를 신청할 수 없습니다.","Quý vị không thể yêu cầu tín thuế thu nhập kiếm được nếu thu nhập đầu tư của quý vị nhiều hơn <fg-show path=""/eitcInvestmentIncomeLimit""/>.","如果您的投資收入超過 <fg-show path=""/eitcInvestmentIncomeLimit""/>，則不能申領勞動所得稅務優惠。"
agi.li.pensionTT1,/agi/modal-taxable-pension/ul-0/li-21fe33,"Usted no aportó nada, o no se le considera haber aportado nada a la pensión o anualidad","Usted no aportó nada, o no se le considera haber aportado nada a la pensión o anualidad",You didn't contribute anything or aren't considered to have contributed anything for your pension or annuity,Ou pa kontribye nan anyen oubyen yo pa konsidere ou kontribye nan anyen pou pansyon w osinon rant ou,"Вы ничего не вносили или не считаетесь лицом, сделавшим взнос для получения пенсии или аннуитета",您没有为您的养老金或年金计划缴纳任何款项或被视为未缴纳任何款项,귀하는 귀하의 은퇴 연금 혹은 개인 연금(annuity)를 위해 어떤 것도 기여하지 않았거나 기여하지 않은 것으로 간주됨,Quý vị đã không đóng góp hoặc không được coi là đã đóng góp vào lương hưu hoặc niên kim của quý vị,您並未您的退休金或年金投入資金或不被視為投入資金
agi.li.pensionTT3,/agi/modal-taxable-pension/ul-0/li-a75167,Usted recibió todas las aportaciones libres de impuestos en años anteriores,Usted recibió todas las aportaciones libres de impuestos en años anteriores,You received all your contributions tax-free in prior years,Ou resevwa tout kontribisyon ou yo an egzonerasyon pandan ane anvan yo,Вы получили все свои взносы без уплаты налогов в предыдущие годы,您之前的供款均为免税,귀하는 이전 연도에 귀하의 기여금 면세를 받았습니다.,Quý vị đã nhận được mọi khoản đóng góp của mình mà không phải đóng thuế trong những năm trước,您在前幾年收到的所有投入資金都是免稅的
filingStatus.li.mfsLegalDocWarning3,/filing-status/fg-alert-334e2e/ul-0/li-93a6ef,"Está separado legalmente de su cónyuge según las leyes en su estado, con un acuerdo de separación escrito o un decreto de manutención por separado, y no vivía en el mismo hogar que su cónyuge al final del <fg-show path=""/taxYear""/>.","Está separado legalmente de su cónyuge según las leyes en su estado, con un acuerdo de separación escrito o un decreto de manutención por separado, y no vivía en el mismo hogar que su cónyuge al final del <fg-show path=""/taxYear""/>.","You are legally separated according to your state law under a written separation agreement, or a decree of separate maintenance and you didn't live in the same household as your spouse at the end of <fg-show path=""/taxYear""/>.","Ou separe legalman selon lwa eta w lan dapre yon akò separasyon ekri, oswa yon dekrè pou antretyen separe epi ou pat abite nan menm kay ak mari oswa madanm ou nan fen ane <fg-show path=""/taxYear""/> lan.","Вы находитесь в статусе юридического раздельного проживания в соответствии с законодательством вашего штата на основании письменного соглашения о раздельном проживании или постановления о раздельном содержании и не проживали в одном домохозяйстве с супругом/супругой на конец <fg-show path=""/taxYear""/> года.","根据您所在州的法律，您已根据书面分居协议或分居赡养令合法分居，并且截至 <fg-show path=""/taxYear""/> 年底，您与您的配偶已不再居住在同一家庭中。","귀하는 주법에 따라 서면 별거 합의서 또는 별거 유지 판결문에 의해 법적으로 별거 중이었으며, <fg-show path=""/taxYear""/>년 말 현재 배우자와 같은 가구에 거주하지 않았습니다.","Quý vị được ly thân hợp pháp theo luật tiểu bang của quý vị theo thỏa thuận ly thân bằng văn bản hoặc nghị định cấp dưỡng ly thân và quý vị không sống trong cùng một hộ gia đình với vợ/chồng của mình vào cuối năm <fg-show path=""/taxYear""/>.","根據您所在州的法律，您已根據書面分居協定或分居贍養令合法分居，並且截至 <fg-show path=""/taxYear""/> 年底，您與您的配偶已不再居住在同一家庭中。"
filingStatus.li.filingStatusTT3,/filing-status/modal-filing-status/ul-4/li-bad5a3,Pagó más de la mitad del costo de mantener un hogar durante el año.,agas más de la mitad del costo de mantener tu hogar,You pay more than half the cost of keeping up your home,Ou te peye plis pase mwatye pri pou kenbe yon kay pou ane a.,Вы оплатили более половины расходов на содержание дома.,您支付了这一年超过一半的费用来维持该居所。,귀하가 해당 연도에 가정을 부양하기 위한 비용의 반 이상을 납부했습니다.,Quý vị đã trả hơn một nửa chi phí duy trì ngôi nhà cho năm đó.,您支付了一年中房屋修繕一半以上的費用。
filingStatus.li.mfsLegalDocWarning2,/filing-status/fg-alert-334e2e/ul-0/li-207749,"Vivió por separado de su cónyuge durante los últimos 6 meses del <fg-show path=""/taxYear""/>, ó","Vivió por separado de su cónyuge durante los últimos 6 meses del <fg-show path=""/taxYear""/>, ó","You lived apart from your spouse for the last 6 months of <fg-show path=""/taxYear""/>, or","Ou te viv apa de mari oswa madanm ou pandan 6 dènye mwa <fg-show path=""/taxYear""/> yo, oswa","Вы проживали отдельно от супруга (супруги) в течение последних 6 месяцев <fg-show path=""/taxYear""/> года, или ","您在 <fg-show path=""/taxYear""/> 年的最后 6 个月内与配偶分居，或","<fg-show path=""/taxYear""/>년 마지막 6개월 동안 배우자와 별거했거나","Quý vị sống ly thân với vợ/chồng trong 6 tháng cuối năm <fg-show path=""/taxYear""/>, hoặc ","您在 <fg-show path=""/taxYear""/> 年的最後 6 個月內與配偶分居，或"
agi.p.alimonyTT2,/agi/modal-alimony-paid/p-7b97e1,No incluya los montos que usted pagó por:,No incluya los montos que usted pagó por:,Don't include amounts you paid for:,Pa enkli montan ou peye anvan:,"Не включайте суммы, за которые вы заплатили:",不要包含如下已支付的款额：,다음 사항에 지불한 금액은 포함하지 마세요.,Vui lòng không bao gồm những khoản mà quý vị đã trả cho:,請勿包含您基於以下原因支付的金額：
agi.p.scholarshipTT2,/agi/modal-scholarship-grants/p-adf913,"No incluya los montos que recibió por los servicios exigidos por el Programa de Becas del Cuerpo de Sanidad Nacional, el Programa de Asistencia Económica y Becas para Profesiones de la Salud para las Fuerzas Armadas, o un programa integral de empleo, aprendizaje y servicio para estudiantes operado por un instituto profesional.","No incluya los montos que recibió por los servicios exigidos por el Programa de Becas del Cuerpo de Sanidad Nacional, el Programa de Asistencia Económica y Becas para Profesiones de la Salud para las Fuerzas Armadas, o un programa integral de empleo, aprendizaje y servicio para estudiantes operado por un instituto profesional.","Don't include amounts you received for services required by the National Health Service Corps Scholarship Program, the Armed Forces Health Professions Scholarship and Financial Assistance Program, or a comprehensive student work-learning-service program operated by a work college.","Pa enkli montan ou resevwa pou sèvis yo mande nan Pwogram Bous Detid Kò Sèvis Sante Nasyonal la, Bous Detid ak Pwogram Asistans Finansye pou Pwofesyonèl Sante Fòs Lame a, oubyen yon pwogram etid konplè sèvis aprantisaj-travay yon kolèj dirije.","Не включайте суммы, которые вы получили за услуги, предусмотренные стипендиальной программой Национального корпуса медицинской службы, программой стипендий и финансовой помощи для медицинских профессий вооруженных сил или комплексной студенческой программой «работа-обучение-служба», осуществляемой рабочим колледжем.",不包括您因国家医疗服务团体奖助学金计划、军队医疗专业奖助学金和经济援助计划或职业学院运营的综合学生工作/学习/服务计划所需服务而获得的款额。,"장학금이나 연구비를 받기 위한 조건으로 요구되는 수업, 연구 또는 기타 서비스의 대가로 받는 금액. 그러나 미국 의료 서비스 단체 장학금 프로그램(NHSC), 미군 의료 종사자 장학금 및 재정 지원 프로그램(AFHPS/FAP) 또는 워크 칼리지에서 운영하는 종합 학생 직무-학습-서비스 프로그램이 요구하는 서비스의 대가로 받은 금액은 포함하면 안됩니다.","Vui lòng không bao gồm số tiền quý vị nhận được cho các dịch vụ được yêu cầu bởi Chương Trình Học Bổng Quân Đoàn Dịch Vụ Y Tế Quốc Gia, Học Bổng Chuyên Gia Y Tế Lực Lượng Vũ Trang và Chương Trình Hỗ Trợ Tài Chính, hoặc một chương trình dịch vụ vừa học vừa làm toàn diện cho sinh viên do một trường đại học vừa học vừa làm điều hành.",不包括您因國家衛生健康團獎學金計劃、武裝部隊健康專業獎學金和經濟援助計劃或由工作學院營運的綜合學生工作學習服務計劃所要求的服務而獲得的金額。
agi.p.alimonyTT3,/agi/modal-alimony-paid/p-358bc5,Tampoco incluya los montos si se modificó la orden judicial o si indica que no puede deducir sus pagos.,Tampoco incluya los montos si se modificó la orden judicial o si indica que no puede deducir sus pagos.,Also don't include amounts if the court order was modified and states that you can't deduct your payments.,Pa enkli montan yo non plis si òdonans tribinal la te modifye e deklare ou pa ka dedui pèman ou,"Также не включайте суммы, если решение суда было изменено и гласит, что вы не можете вычитать свои платежи.",此外，如果法院命令被修改，并且声明您不能进行抵税，则不要包含该等相关款额。,법원 명령이 변경되었고 귀하가 납부금을 공제할 수 없다는 언급이 있다면 금액을 포함하지 마세요.,Ngoài ra cũng không bao gồm các khoản tiền nếu án lệnh đã được sửa đổi và tuyên bố rằng quý vị không thể khấu trừ các khoản thanh toán của mình.,如果法院命令被修改並聲明您不能扣除您支付的款項，也請不要包括金額。
filingStatus.legend.spousesPassing1,/filing-status//yearOfSpouseDeathCurrentTaxYearIsChosen/options/taxYear/name,"Durante el año <fg-show path=""/taxYear""/>",Durante el año 2025,During 2025,"Pandan <fg-show path=""/taxYear""/>","В течение <fg-show path=""/taxYear""/>","<fg-show path=""/taxYear""/> 期间","<fg-show path=""/taxYear""/> 년도에","Trong <fg-show path=""/taxYear""/>","<fg-show path=""/taxYear""/> 年間"
filingStatus.legend.spousesPassing1,/filing-status//yearOfSpouseDeathLastTaxYearIsChosen/options/taxYear/name,"Durante el año <fg-show path=""/taxYear""/>",Durante el año 2024,During 2024,Pandan 2024,В течение 2024,2024 期间,2024 년도에,Trong 2024,2024 年間
filingStatus.legend.spousesPassing1,/filing-status//yearOfSpouseDeathTwoTaxYearsAgoIsChosen/options/taxYear/name,"Durante el año <fg-show path=""/taxYear""/>",Durante el año 2023,During 2023,Pandan 2023,В течение 2023,2023 期间,2023 년도에,Trong 2023,2023 年間
filingStatus.legend.spousesPassing2,/filing-status//yearOfSpouseDeathCurrentTaxYearIsChosen/options/taxYearMinusOneOrTwo/name,"Durante el año <fg-show path=""/taxYear""/> o <fg-show path=""/taxYear""/>",Durante el año 2023 o 2024,During 2023 or 2024,Pandan 2023 oubyen 2024,В течение 2023 или 2024,2023 或 2024 期间,2023 년 혹은 2024 년도에,Trong 2023 hoặc 2024,2023 或 2024 年間
filingStatus.legend.spousesPassing2,/filing-status//yearOfSpouseDeathLastTaxYearIsChosen/options/taxYearMinusOneOrTwo/name,"Durante el año <fg-show path=""/taxYear""/> o <fg-show path=""/taxYear""/>",Durante el año 2022 o 2023,During 2022 or 2023,Pandan 2022 oubyen 2023,В течение 2022 или 2023,2022 或 2023 期间,2022 년 혹은 2023 년도에,Trong 2022 hoặc 2023,2022 或 2023 年間
filingStatus.legend.spousesPassing2,/filing-status//yearOfSpouseDeathTwoTaxYearsAgoIsChosen/options/taxYearMinusOneOrTwo/name,"Durante el año <fg-show path=""/taxYear""/> o <fg-show path=""/taxYear""/>",Durante el año 2021 o 2022,During 2021 or 2022,Pandan 2021 oubyen 2022,В течение 2021 или 2022,2021 或 2022 期间,2021 년 혹은 2022 년도에,Trong 2021 hoặc 2022,2021 或 2022 年間
agi.subheading.married,/agi/p-308236,"En este paso, estimaremos los ingresos conjuntos del trabajo, el ingreso bruto ajustado y cualquier ajuste a este de usted y su cónyuge.","En este paso, estimaremos su ingreso del trabajo, el ingreso bruto ajustado y cualquier ajuste a este <span condition=""/isFilingStatusMFJ"" operator=""isTrue"">de usted y su cónyuge</span>.","In this step, we'll estimate your <span condition=""/isFilingStatusMFJ"" operator=""isTrue"">and your spouse's joint</span> earned income, adjusted gross income, and any adjustments to it.","Pandan etap sa a, n ap estime revni ou menm ak konjwen w touche ansanm, revni brit ajiste ou ak nenpòt ajisteman ki gen rapò ak li.","На этом этапе мы оценим ваш и вашего супруга совместный заработанный доход, скорректированный валовой доход и любые поправки к нему.",在这一步中，我们将估计您和您配偶的共同劳动所得、经调整总收入以及对其进行的任何调整。,"이번 단계에서 우리는 귀하와 귀하의 배우자의 공동 근로 소득, 조정 총 소득 그리고 그에 대한 조정액을 추정할 것입니다.","Trong bước này, chúng tôi sẽ ước tính thu nhập kiếm được chung của quý vị và người phối ngẫu của quý vị, tổng thu nhập điều chỉnh và bất kỳ mục điều chỉnh nào đối với thu nhập đó.",在此步驟中，我們將估算您和您配偶的共同收入、調整後的總收入以及對其進行的任何調整。
agi.h2.pensionTT,/agi/modal-taxable-pension/heading,Pensión,Pensión,Pension,Pansyon,Пенсия,养老金,퇴직 연금,Lương hưu,養老金
agi.h2.alimonyTT,/agi/fg-detail-e97d7b/summary,Pensión para el cónyuge divorciado pagada,Pensión para el cónyuge divorciado pagada,Alimony paid,Pansyon Alimantè Peye,Выплаченные алименты,赡养费支出,지급된 이혼 수당,Trợ Cấp Ly Hôn Đã Được Chi Trả,支付的贍養費
agi.h2.alimonyTT,/agi/modal-alimony-paid/heading,Pensión para el cónyuge divorciado pagada,Pensión para el cónyuge divorciado pagada,Alimony paid,Pansyon Alimantè Peye,Выплаченные алименты,赡养费支出,지급된 이혼 수당,Trợ Cấp Ly Hôn Đã Được Chi Trả,支付的贍養費
agi.h2.prisonIncomeTT,/agi/modal-inmate-pay/heading,Paga del trabajo como recluso,Paga del trabajo como recluso,Pay Earned as an Inmate,Pay Earned as an Inmate,"Оплата, заработанная в качестве заключенного",作为囚犯的工资所得,수감자로서 근로 급여,Tiền Lương Kiếm Được trong thời gian là Tù Nhân,作為囚犯獲得的收入
agi.li.unearnedOtherTT16,/agi/modal-other-taxable-income/ul-1/li-63523b,Pagos no tributables del cuidado de acogida,Pagos no tributables del cuidado de acogida,Nontaxable foster care payments,Pèman Fanmi dakèy non enpozab,Необлагаемые налогом выплаты по патронатному воспитанию,非应税寄养费,비과세 위탁 부양 지원,Các khoản thanh toán chăm sóc nuôi dưỡng không chịu thuế,非應稅寄養費
agi.label.prisonIncome,/agi/fg-detail-50ec28/summary,Paga recibido por trabajo mientras se es un recluso en una institución penitenciaria,Paga recibido por trabajo mientras se es un recluso en una institución penitenciaria,Pay earned as an inmate,Pèman ki resevwa pou travay pandan w prizonye yon etablisman koreksyonèl,"Оплата, полученная за работу в качестве заключенного в исправительном учреждении",在惩教机构作为囚犯的工作报酬,교도 기관 수감기간 근로로 받은 급여,Tiền lương nhận được cho công việc trong thời gian là tù nhân trong cơ sở hình sự,作為囚犯在刑罰執行機關中收到的工作報酬
agi.label.prisonIncome,/agi/fg-detail-50ec28//inmatePay/question,Paga recibido por trabajo mientras se es un recluso en una institución penitenciaria,Paga recibido por trabajo mientras se es un recluso en una institución penitenciaria,Pay received for work while an inmate in a penal institution,Pèman ki resevwa pou travay pandan w prizonye yon etablisman koreksyonèl,"Оплата, полученная за работу в качестве заключенного в исправительном учреждении",在惩教机构作为囚犯的工作报酬,교도 기관 수감기간 근로로 받은 급여,Tiền lương nhận được cho công việc trong thời gian là tù nhân trong cơ sở hình sự,作為囚犯在刑罰執行機關中收到的工作報酬
agi.h2.wagesFederalWithheldTT2,/agi/modal-wages-salaries-tips/h3-af3590,Paga militar y por combate,Paga militar y por combate,Military &amp; Combat Pay,Pèman Militè & Konba,Надбавка за участие в боевых действиях и плата военнослужащим,军人薪金和军饷,군인 및 전투 급여,Lương Quân Nhân & Lương Chiến Đấu,軍隊和戰鬥津貼
agi.li.unearnedOtherTT23,/agi/modal-other-taxable-income/ul-0/li-248c6a,Pagos de la pensión para el cónyuge divorciado recibidas conforme a un acuerdo de divorcio o separación ejecutados antes de 2020,Pagos de la pensión para el cónyuge divorciado recibidas conforme a un acuerdo de divorcio o separación ejecutados antes de 2020,Alimony payments you received under a divorce or separation agreement executed before 2020,Pèman pansyon alimantè ou resevwa nan yon divòs oubyen akò separasyon konkli 2020,"Алименты, которые вы получали по соглашению о разводе или раздельном проживании, заключенному до 2020 года ",根据 2020 年之前签订的离婚或分居协议，您收到的赡养费,2020년 이전에 시행된 이혼 혹은 별거 동의서에 따른 귀하가 수령한 이혼수당 지급금,Các khoản trợ cấp ly hôn mà quý vị nhận được theo thỏa thuận ly hôn hoặc ly thân được ký kết trước năm 2020,您根據在 2020 年之前執行的離婚或分居協議收到的贍養費
agi.li.unearnedOtherTT24,/agi/modal-other-taxable-income/ul-1/li-0eb181,Pagos de la pensión para el cónyuge divorciado recibidas conforme a un acuerdo de divorcio o separación ingresados luego de 2019,Pagos de la pensión para el cónyuge divorciado recibidas conforme a un acuerdo de divorcio o separación ingresados luego de 2019,Alimony payments you received under a divorce or separation agreement entered into after 2019,Pèman pansyon alimantè ou resevwa nan yon divòs oubyen separasyon alamyab konkli aprè 2019,"Алименты, которые вы получили на основании соглашения о разводе или раздельном проживании, заключенного после 2019 года ",根据 2019 年后签订的离婚或分居协议，您收到的赡养费,2019년에 시작된 이혼 및 별거 동의에 따라 받게 된 이혼 수당,Các khoản trợ cấp ly hôn quý vị nhận được theo thỏa thuận ly hôn hoặc ly thân được chấp nhận sau năm 2019,您根據在 2019 年之後簽訂的離婚或分居協議收到的贍養費
